Date,Open,High,Low,Close,Adj Close,Volume
2019-01-07,1.350540,1.350540,1.350540,1.350540,1.350540,1499
2019-01-08,1.350540,1.488595,1.350540,1.400560,1.400560,18493
2019-01-09,1.398559,1.398559,1.398559,1.398559,1.398559,3998
2019-01-10,1.398559,1.398559,1.398559,1.398559,1.398559,0
2019-01-11,1.328531,1.458583,1.328531,1.328531,1.328531,2499
2019-01-14,1.328531,1.328531,1.328531,1.328531,1.328531,0
2019-01-15,1.328531,1.328531,1.328531,1.328531,1.328531,1000
2019-01-16,1.328531,1.328531,1.328531,1.328531,1.328531,0
2019-01-17,1.446579,1.446579,1.306523,1.306523,1.306523,2499
2019-01-18,1.390556,1.390556,1.390556,1.390556,1.390556,1000
2019-01-22,1.266507,1.266507,1.266507,1.266507,1.266507,500
2019-01-23,1.270508,1.270508,1.032413,1.112445,1.112445,12495
2019-01-24,1.188475,1.188475,1.188475,1.188475,1.188475,1000
2019-01-25,1.300520,1.394558,1.300520,1.350540,1.350540,47981
2019-01-28,1.350540,1.400560,1.350540,1.400560,1.400560,41983
2019-01-29,1.400560,1.400560,1.300520,1.300520,1.300520,24490
2019-01-30,1.300520,1.300520,1.300520,1.300520,1.300520,500
2019-01-31,1.350540,1.350540,1.350540,1.350540,1.350540,1499
2019-02-01,1.350540,1.350540,1.350540,1.350540,1.350540,500
2019-02-04,1.350540,1.350540,1.350540,1.350540,1.350540,500
2019-02-05,1.350540,1.350540,1.350540,1.350540,1.350540,500
2019-02-06,1.310524,1.310524,1.310524,1.310524,1.310524,1499
2019-02-07,1.308523,1.310524,1.300520,1.300520,1.300520,14994
2019-02-08,1.300520,1.300520,1.300520,1.300520,1.300520,500
2019-02-11,1.228491,1.228491,1.228491,1.228491,1.228491,500
2019-02-12,1.230492,1.230492,1.200480,1.200480,1.200480,11995
2019-02-13,1.202481,1.202481,1.134454,1.140456,1.140456,24990
2019-02-14,1.170468,1.190476,1.042417,1.190476,1.190476,12495
2019-02-15,1.210484,1.210484,1.210484,1.210484,1.210484,4998
2019-02-19,1.190476,1.190476,1.190476,1.190476,1.190476,500
2019-02-20,1.190476,1.190476,1.190476,1.190476,1.190476,0
2019-02-21,1.022409,1.296519,1.010404,1.196479,1.196479,23990
2019-02-22,1.200480,1.300520,1.160464,1.160464,1.160464,2999
2019-02-25,1.106443,1.162465,1.106443,1.162465,1.162465,2499
2019-02-26,1.160464,1.196479,1.160464,1.196479,1.196479,2499
2019-02-27,1.196479,1.196479,1.196479,1.196479,1.196479,500
2019-02-28,1.196479,1.196479,1.196479,1.196479,1.196479,500
